imagen,split,fuente,brillo,contraste,nitidez,ruido,calidad
1267072.jpg,train,Handrise-Read-write,77.14,66.85,356.23,0.8,apta
1267080.jpg,train,Handrise-Read-write,99.1,61.7,911.67,1.08,apta
1267084.jpg,train,Handrise-Read-write,102.91,68.71,722.02,1.17,apta
1267086.jpg,train,Handrise-Read-write,124.14,62.5,431.83,1.07,apta
1267087.jpg,train,Handrise-Read-write,96.53,54.4,176.47,0.73,apta
1267090.jpg,train,Handrise-Read-write,104.53,48.61,83.3,0.47,no apta
1267112.jpg,train,Handrise-Read-write,118.17,62.1,300.67,1.09,apta
1267114.jpg,train,Handrise-Read-write,106.59,58.62,274.23,0.94,apta
1267115.jpg,train,Handrise-Read-write,106.47,56.62,258.75,0.95,apta
1267119.jpg,train,Handrise-Read-write,101.8,62.17,652.89,0.97,apta
1267120.jpg,train,Handrise-Read-write,89.35,71.18,474.32,1.03,apta
1267121.jpg,train,Handrise-Read-write,122.13,74.48,261.53,0.75,apta
1267122.jpg,train,Handrise-Read-write,155.34,85.66,67.3,0.4,no apta
1267126.jpg,train,Handrise-Read-write,139.52,72.19,2143.91,2.19,apta
1267128.jpg,train,Handrise-Read-write,114.12,75.68,353.88,0.72,apta
1267131.jpg,train,Handrise-Read-write,146.34,74.73,230.61,0.64,apta
1267132.jpg,train,Handrise-Read-write,107.63,81.98,696.91,1.01,apta
1270002.jpg,train,Handrise-Read-write,85.32,57.35,1738.15,1.78,apta
1270003.jpg,train,Handrise-Read-write,94.45,56.05,1711.26,2.49,apta
1270004.jpg,train,Handrise-Read-write,99.99,53.73,1394.16,2.14,apta
1270005.jpg,train,Handrise-Read-write,93.43,50.78,550.85,0.87,apta
1270007.jpg,train,Handrise-Read-write,132.86,66.73,566.83,1.03,apta
1270008.jpg,train,Handrise-Read-write,140.3,60.9,482.71,0.89,apta
1270009.jpg,train,Handrise-Read-write,136.67,63.52,546.13,0.97,apta
1270010.jpg,train,Handrise-Read-write,100.66,49.03,286.65,0.55,apta
1270011.jpg,train,Handrise-Read-write,99.2,53.8,181.02,0.44,apta
1270012.jpg,train,Handrise-Read-write,96.23,55.59,370.55,0.59,apta
1270013.jpg,train,Handrise-Read-write,100.13,50.26,425.83,0.59,apta
1270014.jpg,train,Handrise-Read-write,105.84,49.06,222.21,0.54,apta
1270017.jpg,train,Handrise-Read-write,102.92,72.05,639.61,0.88,apta
1270019.jpg,train,Handrise-Read-write,103.44,78.27,734.43,0.82,apta
1270020.jpg,train,Handrise-Read-write,106.36,81.67,739.52,0.84,apta
1270028.jpg,train,Handrise-Read-write,96.23,52.27,120.15,0.34,apta
1270030.jpg,train,Handrise-Read-write,93.31,55.43,94.51,0.34,no apta
1270032.jpg,train,Handrise-Read-write,91.91,53.8,468.21,0.73,apta
1270033.jpg,train,Handrise-Read-write,110.2,62.3,3522.66,2.47,apta
1270034.jpg,train,Handrise-Read-write,113.58,64.81,2552.45,1.96,apta
1270035.jpg,train,Handrise-Read-write,107.41,67.93,2632.0,1.74,apta
1270042.jpg,train,Handrise-Read-write,132.05,65.56,434.09,0.8,apta
1270043.jpg,train,Handrise-Read-write,104.47,79.24,1632.26,1.47,apta
1270044.jpg,train,Handrise-Read-write,134.14,74.4,1548.92,1.62,apta
1270045.jpg,train,Handrise-Read-write,129.55,76.73,1509.98,1.55,apta
1270046.jpg,train,Handrise-Read-write,118.05,90.57,1607.32,1.42,apta
1270047.jpg,train,Handrise-Read-write,126.06,93.22,1719.89,1.66,apta
1270048.jpg,train,Handrise-Read-write,126.02,92.51,1566.47,1.62,apta
1270049.jpg,train,Handrise-Read-write,120.79,83.37,1651.11,1.7,apta
1270050.jpg,train,Handrise-Read-write,124.64,90.6,902.23,1.05,apta
1270051.jpg,train,Handrise-Read-write,126.42,88.97,1039.14,1.14,apta
1270052.jpg,train,Handrise-Read-write,127.99,92.67,1031.19,1.16,apta
1270053.jpg,train,Handrise-Read-write,130.78,88.68,925.68,1.03,apta
1270054.jpg,train,Handrise-Read-write,131.84,90.16,995.24,1.09,apta
1270055.jpg,train,Handrise-Read-write,127.39,89.1,1892.19,1.72,apta
1270056.jpg,train,Handrise-Read-write,120.25,88.61,1882.84,1.72,apta
1270057.jpg,train,Handrise-Read-write,148.18,81.4,715.61,0.89,apta
1270058.jpg,train,Handrise-Read-write,126.63,89.11,984.56,1.09,apta
1270059.jpg,train,Handrise-Read-write,119.83,90.17,1132.51,1.17,apta
1270061.jpg,train,Handrise-Read-write,68.09,64.22,115.1,0.37,apta
1270062.jpg,train,Handrise-Read-write,96.11,58.95,362.15,0.6,apta
1270063.jpg,train,Handrise-Read-write,100.34,61.23,289.42,0.58,apta
1270064.jpg,train,Handrise-Read-write,99.48,60.39,259.25,0.68,apta
1270065.jpg,train,Handrise-Read-write,74.04,72.67,179.2,0.43,apta
1270066.jpg,train,Handrise-Read-write,85.82,52.32,129.84,0.48,apta
1270067.jpg,train,Handrise-Read-write,104.68,68.96,699.09,0.73,apta
1270068.jpg,train,Handrise-Read-write,102.27,62.68,321.4,0.65,apta
1270069.jpg,train,Handrise-Read-write,97.28,65.41,524.9,0.62,apta
1270070.jpg,train,Handrise-Read-write,93.84,56.92,291.45,0.61,apta
1270072.jpg,train,Handrise-Read-write,97.93,61.01,198.42,0.56,apta
1270073.jpg,train,Handrise-Read-write,104.3,63.34,421.15,0.7,apta
1270074.jpg,train,Handrise-Read-write,97.0,61.59,370.22,0.63,apta
1270075.jpg,train,Handrise-Read-write,86.56,57.38,218.75,0.51,apta
1270076.jpg,train,Handrise-Read-write,89.47,58.77,340.25,0.7,apta
1270077.jpg,train,Handrise-Read-write,107.97,59.23,378.99,0.69,apta
1270078.jpg,train,Handrise-Read-write,112.77,63.39,560.55,0.69,apta
1270079.jpg,train,Handrise-Read-write,90.04,60.37,430.09,0.62,apta
1270080.jpg,train,Handrise-Read-write,94.49,59.94,230.42,0.62,apta
1270081.jpg,train,Handrise-Read-write,101.45,61.57,230.61,0.62,apta
1270082.jpg,train,Handrise-Read-write,71.84,53.33,889.08,1.28,apta
1270083.jpg,train,Handrise-Read-write,71.41,52.15,603.24,1.27,apta
1270084.jpg,train,Handrise-Read-write,69.84,54.12,604.91,1.19,apta
1270085.jpg,train,Handrise-Read-write,74.04,53.22,562.52,1.21,apta
1270086.jpg,train,Handrise-Read-write,71.58,53.29,1006.57,1.49,apta
1270087.jpg,train,Handrise-Read-write,71.58,51.39,807.39,1.66,apta
1270088.jpg,train,Handrise-Read-write,67.42,50.0,875.85,1.62,apta
1270089.jpg,train,Handrise-Read-write,71.38,53.86,785.88,1.61,apta
1270090.jpg,train,Handrise-Read-write,72.8,56.59,825.93,1.4,apta
1270091.jpg,train,Handrise-Read-write,74.74,56.11,744.54,1.52,apta
1270092.jpg,train,Handrise-Read-write,75.99,60.63,925.76,1.47,apta
1270094.jpg,train,Handrise-Read-write,134.58,75.33,741.48,1.13,apta
1270095.jpg,train,Handrise-Read-write,89.61,55.8,350.92,0.6,apta
1270096.jpg,train,Handrise-Read-write,85.94,56.84,238.18,0.46,apta
1270097.jpg,train,Handrise-Read-write,83.43,59.7,362.33,0.59,apta
1270098.jpg,train,Handrise-Read-write,95.77,53.84,316.73,0.62,apta
1270099.jpg,train,Handrise-Read-write,89.83,54.49,307.11,0.63,apta
1270100.jpg,train,Handrise-Read-write,91.32,55.25,258.42,0.57,apta
1274007.jpg,train,Handrise-Read-write,112.75,70.53,442.02,0.71,apta
1274008.jpg,train,Handrise-Read-write,84.07,77.29,1761.28,1.91,apta
1274009.jpg,train,Handrise-Read-write,109.41,77.35,1318.02,1.36,apta
1274010.jpg,train,Handrise-Read-write,103.81,80.8,1766.49,1.68,apta
1274013.jpg,train,Handrise-Read-write,104.16,68.27,158.15,0.48,apta
1274014.jpg,train,Handrise-Read-write,99.13,73.71,326.0,0.57,apta
1274015.jpg,train,Handrise-Read-write,97.2,71.14,230.42,0.49,apta
1274017.jpg,train,Handrise-Read-write,88.92,73.78,190.49,0.54,apta
1274019.jpg,train,Handrise-Read-write,80.79,69.7,838.48,1.24,apta
1274020.jpg,train,Handrise-Read-write,89.13,72.07,679.1,1.06,apta
1274021.jpg,train,Handrise-Read-write,88.24,72.47,528.22,0.73,apta
1274022.jpg,train,Handrise-Read-write,64.43,52.49,607.15,1.13,apta
1274023.jpg,train,Handrise-Read-write,86.63,70.1,376.35,0.79,apta
1274024.jpg,train,Handrise-Read-write,76.39,59.97,1389.83,1.72,apta
1274026.jpg,train,Handrise-Read-write,77.05,69.47,394.71,0.82,apta
1274029.jpg,train,Handrise-Read-write,79.5,66.11,662.93,0.76,apta
1274031.jpg,train,Handrise-Read-write,84.42,77.14,5080.78,3.52,apta
1274032.jpg,train,Handrise-Read-write,86.83,66.56,3759.28,4.6,apta
1274033.jpg,train,Handrise-Read-write,119.61,85.52,4802.4,3.74,apta
1274034.jpg,train,Handrise-Read-write,102.01,75.57,3460.74,3.9,apta
1274042.jpg,train,Handrise-Read-write,88.55,75.48,1640.45,2.1,apta
1274043.jpg,train,Handrise-Read-write,107.17,58.64,947.09,0.81,apta
1274044.jpg,train,Handrise-Read-write,113.35,65.87,764.2,1.2,apta
1274045.jpg,train,Handrise-Read-write,102.97,65.7,414.94,0.96,apta
1274046.jpg,train,Handrise-Read-write,89.99,50.67,1213.09,1.61,apta
1274047.jpg,train,Handrise-Read-write,96.34,53.67,536.46,1.3,apta
1274051.jpg,train,Handrise-Read-write,114.33,60.76,246.1,0.56,apta
1276001.jpg,val,Handrise-Read-write,85.67,67.58,227.33,0.45,apta
1276002.jpg,val,Handrise-Read-write,98.53,76.63,829.45,0.96,apta
1276003.jpg,val,Handrise-Read-write,88.36,70.35,295.92,0.55,apta
1276004.jpg,val,Handrise-Read-write,89.2,68.89,166.79,0.42,apta
12760046.jpg,val,Handrise-Read-write,110.14,64.54,519.9,0.81,apta
1276005.jpg,val,Handrise-Read-write,104.29,78.75,672.18,0.82,apta
1276006.jpg,val,Handrise-Read-write,116.43,78.59,958.76,1.11,apta
1276007.jpg,val,Handrise-Read-write,116.69,75.14,534.75,0.76,apta
1276008.jpg,val,Handrise-Read-write,110.86,81.02,623.73,0.76,apta
1276009.jpg,val,Handrise-Read-write,100.77,75.81,945.09,1.1,apta
1276010.jpg,val,Handrise-Read-write,105.89,75.8,724.68,0.89,apta
1276011.jpg,val,Handrise-Read-write,103.71,73.57,646.09,0.87,apta
1276012.jpg,val,Handrise-Read-write,112.17,80.65,588.02,0.75,apta
1276013.jpg,val,Handrise-Read-write,104.34,77.63,798.01,0.89,apta
1276014.jpg,val,Handrise-Read-write,91.51,74.35,234.52,0.51,apta
1276015.jpg,val,Handrise-Read-write,109.19,76.83,661.8,0.88,apta
1276016.jpg,val,Handrise-Read-write,132.24,63.61,542.84,0.76,apta
1276017.jpg,val,Handrise-Read-write,89.51,79.08,252.38,0.5,apta
1276018.jpg,val,Handrise-Read-write,106.58,78.38,757.89,0.87,apta
1276019.jpg,val,Handrise-Read-write,108.81,77.65,794.78,0.95,apta
1276020.jpg,val,Handrise-Read-write,79.54,78.12,296.29,0.51,apta
1276021.jpg,val,Handrise-Read-write,99.74,69.91,399.69,0.65,apta
1276022.jpg,val,Handrise-Read-write,86.14,77.87,142.02,0.4,apta
1276023.jpg,val,Handrise-Read-write,110.62,71.08,1085.01,0.88,apta
1276024.jpg,val,Handrise-Read-write,101.4,70.5,391.04,0.65,apta
1276025.jpg,val,Handrise-Read-write,112.73,77.43,753.65,0.9,apta
1276026.jpg,val,Handrise-Read-write,80.99,71.41,413.34,0.7,apta
1276027.jpg,val,Handrise-Read-write,106.04,79.33,851.69,0.99,apta
1276028.jpg,val,Handrise-Read-write,102.22,78.24,744.02,0.9,apta
1276029.jpg,val,Handrise-Read-write,103.27,78.36,933.87,1.06,apta
1276030.jpg,val,Handrise-Read-write,100.8,79.36,1281.08,0.98,apta
1276031.jpg,val,Handrise-Read-write,89.18,77.31,1327.07,1.12,apta
1276033.jpg,val,Handrise-Read-write,107.65,77.41,67.16,0.24,no apta
1276034.jpg,val,Handrise-Read-write,87.32,71.81,932.62,0.98,apta
1276035.jpg,val,Handrise-Read-write,85.97,70.54,748.27,0.83,apta
1276036.jpg,val,Handrise-Read-write,87.71,73.84,343.84,0.52,apta
1276037.jpg,val,Handrise-Read-write,124.95,82.83,348.09,0.51,apta
1276038.jpg,val,Handrise-Read-write,103.13,64.19,316.12,0.55,apta
1276039.jpg,val,Handrise-Read-write,101.65,66.1,681.55,0.53,apta
1276040.jpg,val,Handrise-Read-write,104.39,66.49,561.8,0.74,apta
1276041.jpg,val,Handrise-Read-write,124.11,66.09,564.47,0.88,apta
1276042.jpg,val,Handrise-Read-write,126.5,62.5,528.16,0.82,apta
1276043.jpg,val,Handrise-Read-write,122.14,58.8,475.77,0.91,apta
1276044.jpg,val,Handrise-Read-write,119.56,70.93,570.57,0.79,apta
1276045.jpg,val,Handrise-Read-write,120.31,70.91,558.83,0.8,apta
1281001.jpg,train,Handrise-Read-write,113.88,58.97,1038.65,1.81,apta
1281002.jpg,train,Handrise-Read-write,112.01,58.47,817.15,1.26,apta
1281003.jpg,train,Handrise-Read-write,106.39,68.29,531.99,0.55,apta
1281004.jpg,train,Handrise-Read-write,119.21,68.81,778.48,0.5,apta
1281005.jpg,train,Handrise-Read-write,126.52,65.34,972.19,0.8,apta
1281006.jpg,train,Handrise-Read-write,98.62,64.92,526.77,0.47,apta
1281007.jpg,train,Handrise-Read-write,152.36,71.56,677.13,0.71,apta
1281008.jpg,train,Handrise-Read-write,122.53,72.13,1079.05,0.77,apta
1281009.jpg,train,Handrise-Read-write,118.29,73.47,724.84,0.66,apta
1281010.jpg,train,Handrise-Read-write,93.68,53.52,530.71,1.0,apta
1281011.jpg,train,Handrise-Read-write,78.22,49.77,252.65,0.61,apta
1281012.jpg,train,Handrise-Read-write,80.18,51.11,250.15,0.64,apta
1281013.jpg,train,Handrise-Read-write,93.32,52.2,403.45,0.92,apta
1281014.jpg,train,Handrise-Read-write,104.48,67.14,234.97,0.37,apta
1281015.jpg,train,Handrise-Read-write,102.12,74.82,404.05,0.38,apta
1281016.jpg,train,Handrise-Read-write,108.99,71.66,660.5,0.75,apta
1281019.jpg,train,Handrise-Read-write,99.52,69.77,225.85,0.46,apta
1281020.jpg,train,Handrise-Read-write,112.5,72.46,259.45,0.63,apta
1281021.jpg,train,Handrise-Read-write,103.31,64.02,1240.02,1.13,apta
1281022.jpg,train,Handrise-Read-write,113.93,60.17,210.83,0.46,apta
1281023.jpg,train,Handrise-Read-write,115.49,55.95,330.28,0.57,apta
1281025.jpg,train,Handrise-Read-write,103.23,69.28,989.57,0.92,apta
1281026.jpg,train,Handrise-Read-write,109.18,73.0,936.69,0.87,apta
1281027.jpg,train,Handrise-Read-write,105.48,66.17,733.72,0.86,apta
1281028.jpg,train,Handrise-Read-write,107.86,60.25,1494.99,1.31,apta
1281029.jpg,train,Handrise-Read-write,104.28,67.52,706.43,0.74,apta
1281030.jpg,train,Handrise-Read-write,103.1,66.0,829.73,0.96,apta
1281032.jpg,train,Handrise-Read-write,133.6,72.95,288.05,0.4,apta
1281034.jpg,train,Handrise-Read-write,106.82,70.99,702.46,0.4,apta
1281035.jpg,train,Handrise-Read-write,111.52,75.52,635.35,0.41,apta
1281036.jpg,train,Handrise-Read-write,108.73,75.86,278.77,0.47,apta
1281037.jpg,train,Handrise-Read-write,98.87,71.43,753.89,0.43,apta
1281038.jpg,train,Handrise-Read-write,112.09,69.73,868.15,0.95,apta
1281039.jpg,train,Handrise-Read-write,133.8,71.68,1563.01,1.52,apta
1281040.jpg,train,Handrise-Read-write,190.16,65.11,660.02,1.11,apta
1281041.jpg,train,Handrise-Read-write,192.56,63.18,953.5,1.37,apta
1281042.jpg,train,Handrise-Read-write,185.14,67.93,928.84,0.96,apta
1281043.jpg,train,Handrise-Read-write,163.78,73.01,1019.38,0.95,apta
1281044.jpg,train,Handrise-Read-write,177.77,71.06,1198.88,0.9,apta
1281045.jpg,train,Handrise-Read-write,165.13,70.49,1223.82,1.47,apta
1281046.jpg,train,Handrise-Read-write,170.75,68.49,668.11,1.2,apta
1281047.jpg,train,Handrise-Read-write,174.39,66.73,852.33,1.2,apta
1281048.jpg,train,Handrise-Read-write,153.13,77.09,689.23,0.67,apta
1281049.jpg,train,Handrise-Read-write,119.61,63.68,363.77,0.78,apta
1281050.jpg,train,Handrise-Read-write,107.47,68.32,435.3,0.63,apta
1281051.jpg,train,Handrise-Read-write,116.94,60.68,635.24,0.62,apta
1283004.jpg,train,Handrise-Read-write,88.53,68.06,927.4,1.04,apta
1283005.jpg,train,Handrise-Read-write,87.61,67.33,649.59,0.97,apta
1283006.jpg,train,Handrise-Read-write,91.02,68.25,823.72,0.93,apta
1283007.jpg,train,Handrise-Read-write,87.79,70.36,901.68,0.87,apta
1283008.jpg,train,Handrise-Read-write,97.31,72.68,871.98,0.92,apta
1283009.jpg,train,Handrise-Read-write,99.53,74.33,1172.48,0.91,apta
1283010.jpg,train,Handrise-Read-write,99.64,74.03,887.67,0.87,apta
1283012.jpg,train,Handrise-Read-write,47.29,56.9,465.58,0.63,no apta
1283014.jpg,train,Handrise-Read-write,92.26,60.08,1102.45,1.52,apta
1283015.jpg,train,Handrise-Read-write,107.87,52.97,781.29,1.13,apta
1283016.jpg,train,Handrise-Read-write,92.31,69.24,1141.67,0.94,apta
1283017.jpg,train,Handrise-Read-write,100.61,72.36,2406.86,1.76,apta
1283018.jpg,train,Handrise-Read-write,97.48,69.98,713.32,1.04,apta
1283019.jpg,train,Handrise-Read-write,80.76,68.15,484.97,0.73,apta
1283020.jpg,train,Handrise-Read-write,87.1,64.25,570.24,1.01,apta
1283021.jpg,train,Handrise-Read-write,125.29,57.55,651.25,1.14,apta
1283022.jpg,train,Handrise-Read-write,126.45,61.31,525.54,1.15,apta
1283023.jpg,train,Handrise-Read-write,143.47,76.93,956.04,0.73,apta
1283024.jpg,train,Handrise-Read-write,46.35,57.7,240.13,0.45,no apta
1283025.jpg,train,Handrise-Read-write,50.04,64.7,418.73,0.66,no apta
1283026.jpg,train,Handrise-Read-write,116.46,86.44,920.69,0.9,apta
1283028.jpg,train,Handrise-Read-write,140.78,72.97,2266.36,1.63,apta
1283029.jpg,train,Handrise-Read-write,96.94,67.23,978.64,1.39,apta
1283030.jpg,train,Handrise-Read-write,111.55,62.79,1208.04,1.84,apta
1283031.jpg,train,Handrise-Read-write,93.15,68.14,757.8,1.14,apta
1283032.jpg,train,Handrise-Read-write,93.14,77.4,1744.93,1.29,apta
1283033.jpg,train,Handrise-Read-write,96.36,76.92,811.33,0.96,apta
1283034.jpg,train,Handrise-Read-write,67.87,63.83,894.27,0.79,apta
1283035.jpg,train,Handrise-Read-write,99.39,66.78,1124.1,0.88,apta
1283036.jpg,train,Handrise-Read-write,73.25,64.84,759.83,0.68,apta
1283037.jpg,train,Handrise-Read-write,61.7,59.86,1917.47,1.28,apta
1283038.jpg,train,Handrise-Read-write,109.18,68.27,949.62,1.24,apta
1283039.jpg,train,Handrise-Read-write,88.83,63.76,1328.55,1.44,apta
1283040.jpg,train,Handrise-Read-write,97.69,71.16,596.92,0.34,apta
1283041.jpg,train,Handrise-Read-write,82.89,79.25,599.24,0.55,apta
1283042.jpg,train,Handrise-Read-write,89.34,85.61,617.57,0.49,apta
1283043.jpg,train,Handrise-Read-write,95.16,80.86,778.08,0.67,apta
1283044.jpg,train,Handrise-Read-write,96.22,83.05,363.79,0.61,apta
1283045.jpg,train,Handrise-Read-write,83.53,76.8,808.58,0.58,apta
1283046.jpg,train,Handrise-Read-write,109.58,75.26,457.95,0.81,apta
1283048.jpg,train,Handrise-Read-write,105.74,70.77,3754.43,2.39,apta
1283049.jpg,train,Handrise-Read-write,99.77,65.71,3639.69,2.16,apta
1283050.jpg,train,Handrise-Read-write,90.04,63.61,2436.98,1.53,apta
1283051.jpg,train,Handrise-Read-write,108.7,76.25,1538.23,1.41,apta
1283052.jpg,train,Handrise-Read-write,96.33,73.11,1800.28,1.56,apta
1283053.jpg,train,Handrise-Read-write,107.94,74.21,1128.55,1.24,apta
1290001.jpg,train,Handrise-Read-write,69.11,64.98,2316.33,2.92,apta
1290002.jpg,train,Handrise-Read-write,75.31,70.58,1899.16,2.26,apta
1290003.jpg,train,Handrise-Read-write,110.01,64.25,1591.45,2.33,apta
1290004.jpg,train,Handrise-Read-write,72.13,84.26,1943.0,1.63,apta
1290005.jpg,train,Handrise-Read-write,97.82,62.71,1252.52,1.82,apta
1290006.jpg,train,Handrise-Read-write,101.02,90.12,4477.58,3.41,apta
1290007.jpg,train,Handrise-Read-write,52.41,53.82,2270.06,2.94,no apta
1290008.jpg,train,Handrise-Read-write,52.27,53.98,2257.93,2.87,no apta
1290009.jpg,train,Handrise-Read-write,53.94,54.9,2138.44,2.97,no apta
1290010.jpg,train,Handrise-Read-write,50.78,52.67,2182.06,2.76,no apta
1290011.jpg,train,Handrise-Read-write,36.07,46.27,1753.8,1.71,no apta
1290012.jpg,train,Handrise-Read-write,49.88,54.0,2170.8,2.83,no apta
1290013.jpg,train,Handrise-Read-write,53.07,54.39,2046.49,2.82,no apta
1290014.jpg,train,Handrise-Read-write,53.62,54.22,1863.61,2.53,no apta
1290015.jpg,train,Handrise-Read-write,54.2,54.83,2039.37,2.77,no apta
1290016.jpg,train,Handrise-Read-write,74.9,85.71,5133.17,3.04,apta
1290017.jpg,train,Handrise-Read-write,77.81,88.95,5619.94,2.79,apta
1290018.jpg,train,Handrise-Read-write,75.5,70.06,1709.82,1.82,apta
1290019.jpg,train,Handrise-Read-write,73.49,69.27,1857.45,2.02,apta
1292001.jpg,train,Handrise-Read-write,70.31,47.64,215.36,0.69,apta
1292002.jpg,train,Handrise-Read-write,95.07,41.02,382.42,1.13,apta
1292003.jpg,train,Handrise-Read-write,108.03,48.5,459.86,1.26,apta
1292004.jpg,train,Handrise-Read-write,70.4,46.63,289.68,0.95,apta
1292005.jpg,train,Handrise-Read-write,128.3,83.46,4346.61,3.18,apta
1292006.jpg,train,Handrise-Read-write,111.13,65.19,1213.03,1.59,apta
1292007.jpg,train,Handrise-Read-write,115.85,60.58,450.97,0.87,apta
1292008.jpg,train,Handrise-Read-write,112.36,64.14,305.18,0.71,apta
1292010.jpg,train,Handrise-Read-write,110.71,66.58,647.6,1.07,apta
1292011.jpg,train,Handrise-Read-write,115.51,59.22,413.15,0.74,apta
1292012.jpg,train,Handrise-Read-write,111.11,65.0,1196.0,1.6,apta
1292013.jpg,train,Handrise-Read-write,126.63,64.88,283.83,0.61,apta
1292014.jpg,train,Handrise-Read-write,121.59,60.33,505.11,0.89,apta
1292015.jpg,train,Handrise-Read-write,108.03,64.16,894.75,1.24,apta
1292016.jpg,train,Handrise-Read-write,124.55,62.68,475.2,0.82,apta
1292017.jpg,train,Handrise-Read-write,110.0,62.7,270.68,0.57,apta
1292018.jpg,train,Handrise-Read-write,112.64,65.48,279.8,0.62,apta
1292019.jpg,train,Handrise-Read-write,87.59,70.07,4591.12,4.37,apta
1292020.jpg,train,Handrise-Read-write,102.21,65.51,840.75,1.44,apta
1294003.jpg,train,Handrise-Read-write,57.87,55.44,1470.15,1.43,no apta
1294004.jpg,train,Handrise-Read-write,95.34,68.39,1538.88,1.87,apta
1294005.jpg,train,Handrise-Read-write,81.12,61.24,1265.77,1.27,apta
1294006.jpg,train,Handrise-Read-write,96.12,69.38,1176.98,1.6,apta
1294007.jpg,train,Handrise-Read-write,94.52,69.14,1535.36,1.88,apta
1294008.jpg,train,Handrise-Read-write,83.58,58.27,1319.27,1.7,apta
1294009.jpg,train,Handrise-Read-write,112.81,56.35,1050.46,1.8,apta
1294010.jpg,train,Handrise-Read-write,89.87,58.6,1043.06,1.46,apta
1294011.jpg,train,Handrise-Read-write,93.15,56.68,1055.3,1.5,apta
1294012.jpg,train,Handrise-Read-write,97.17,57.69,1006.74,1.52,apta
1294013.jpg,train,Handrise-Read-write,96.07,54.09,975.12,1.4,apta
1294014.jpg,train,Handrise-Read-write,98.47,54.38,908.71,1.3,apta
1294015.jpg,train,Handrise-Read-write,97.19,54.33,898.0,1.29,apta
1294016.jpg,train,Handrise-Read-write,109.63,89.33,1901.85,1.67,apta
1294017.jpg,train,Handrise-Read-write,94.34,84.93,2291.77,2.11,apta
1294018.jpg,train,Handrise-Read-write,100.67,86.35,1809.34,1.62,apta
1294019.jpg,train,Handrise-Read-write,90.17,82.12,2634.17,2.37,apta
1294021.jpg,train,Handrise-Read-write,86.62,80.89,1836.35,1.57,apta
1294024.jpg,train,Handrise-Read-write,83.13,47.76,1934.98,2.86,apta
1294025.jpg,train,Handrise-Read-write,100.65,54.52,2248.45,3.07,apta
1294026.jpg,train,Handrise-Read-write,102.67,55.37,2015.15,3.02,apta
1294027.jpg,train,Handrise-Read-write,93.33,53.8,1757.05,2.8,apta
1295001.jpg,train,Handrise-Read-write,120.84,63.98,172.74,0.6,apta
1295002.jpg,train,Handrise-Read-write,109.66,61.79,409.53,0.85,apta
1295003.jpg,train,Handrise-Read-write,120.69,68.67,254.13,0.67,apta
1295004.jpg,train,Handrise-Read-write,125.87,68.29,141.47,0.36,apta
1295006.jpg,train,Handrise-Read-write,106.45,62.75,798.05,1.21,apta
1295007.jpg,train,Handrise-Read-write,113.01,70.0,698.04,1.05,apta
1295010.jpg,train,Handrise-Read-write,105.81,61.36,284.03,0.63,apta
1295011.jpg,train,Handrise-Read-write,101.51,58.67,599.16,0.96,apta
1295012.jpg,train,Handrise-Read-write,101.98,61.71,669.83,1.05,apta
1295015.jpg,train,Handrise-Read-write,109.22,64.51,1158.57,1.37,apta
1295018.jpg,train,Handrise-Read-write,94.35,66.96,510.33,0.87,apta
1296001.jpg,val,Handrise-Read-write,93.71,62.24,1064.87,1.17,apta
1296002.jpg,val,Handrise-Read-write,101.41,59.97,939.07,1.1,apta
1296003.jpg,val,Handrise-Read-write,110.06,83.99,531.28,1.3,apta
1296004.jpg,val,Handrise-Read-write,103.65,84.96,558.96,1.35,apta
1296005.jpg,val,Handrise-Read-write,119.52,82.34,733.33,1.66,apta
1296006.jpg,val,Handrise-Read-write,117.21,79.35,1187.21,2.51,apta
1296007.jpg,val,Handrise-Read-write,140.49,67.98,1409.18,1.56,apta
1296008.jpg,val,Handrise-Read-write,135.48,69.43,1311.9,1.43,apta
1296009.jpg,val,Handrise-Read-write,139.37,70.17,1534.23,1.59,apta
1296010.jpg,val,Handrise-Read-write,140.28,73.13,819.04,1.1,apta
1296012.jpg,val,Handrise-Read-write,100.39,70.95,738.51,1.25,apta
1296013.jpg,val,Handrise-Read-write,98.28,68.87,858.13,1.51,apta
1296015.jpg,val,Handrise-Read-write,83.38,62.17,241.17,0.72,apta
1296016.jpg,val,Handrise-Read-write,108.31,60.87,469.11,0.89,apta
1296017.jpg,val,Handrise-Read-write,98.65,62.59,730.31,1.07,apta
1296018.jpg,val,Handrise-Read-write,102.81,64.97,413.96,0.8,apta
1296019.jpg,val,Handrise-Read-write,105.61,65.43,594.7,0.85,apta
1296020.jpg,val,Handrise-Read-write,108.94,65.63,634.2,0.89,apta
1296021.jpg,val,Handrise-Read-write,103.86,63.7,806.88,1.09,apta
1296022.jpg,val,Handrise-Read-write,102.36,65.31,315.6,0.53,apta
1296023.jpg,val,Handrise-Read-write,102.04,64.52,548.68,0.71,apta
1296024.jpg,val,Handrise-Read-write,105.7,68.99,606.53,0.77,apta
1296025.jpg,val,Handrise-Read-write,101.29,64.95,353.58,0.64,apta
1296026.jpg,val,Handrise-Read-write,102.34,61.85,412.3,0.63,apta
1296027.jpg,val,Handrise-Read-write,109.45,61.67,264.83,0.52,apta
1296028.jpg,val,Handrise-Read-write,114.07,55.92,204.16,0.42,apta
